Date,Region,Disease,New_Cases
2023-12-24,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2660
2023-12-31,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),324
2024-01-07,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),3603
2024-01-14,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),3695
2024-01-21,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1351
2024-01-28,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),3105
2024-02-04,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),313
2024-02-11,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),428
2024-02-18,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1280
2024-02-25,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),502
2024-03-03,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),27
2024-03-10,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),729
2024-03-17,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),21
2024-03-24,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),128
2024-03-31,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),18
2024-04-07,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2
2024-04-14,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-21,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-28,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-05,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-12,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-19,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-26,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),15
2024-06-02,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),97
2024-06-09,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),51
2024-06-16,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),348
2024-06-23,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2666
2024-06-30,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2898
2024-07-07,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),691
2024-07-14,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),4399
2024-07-21,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),13219
2024-07-28,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),3582
2024-08-04,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),7479
2024-08-11,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),4004
2024-08-18,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1452
2024-08-25,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),310
2024-09-01,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1345
2024-09-08,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),9937
2024-09-15,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),805
2024-09-22,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),3600
2024-09-29,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),5345
2024-10-06,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),672
2024-10-13,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),203
2024-10-20,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1360
2024-10-27,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),154
2024-11-03,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),37
2024-11-10,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),203
2024-11-17,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),58
2024-11-24,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1767
2024-12-01,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),454
2024-12-08,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),379
2024-12-15,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),5774
2024-12-22,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2053
2024-12-29,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2891
2025-01-05,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),57
2025-01-12,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),67
2025-01-19,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),140
2025-01-26,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),121
2025-02-02,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2093
2025-02-09,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),178
2025-02-16,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1050
2025-02-23,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),249
2025-03-02,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),675
2025-03-09,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),76
2025-03-16,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),31
2025-03-23,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),220
2025-03-30,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),3
2025-04-06,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-13,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-20,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-27,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-04,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-11,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-18,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-25,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),6
2025-06-01,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),495
2025-06-08,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),35
2025-06-15,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),591
2025-06-22,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),152
2025-06-29,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),162
2025-07-06,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),787
2025-07-13,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),6701
2025-07-20,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2946
2025-07-27,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1101
2025-08-03,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2541
2025-08-10,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2972
2025-08-17,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),5943
2025-08-24,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),5867
2025-08-31,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),206
2025-09-07,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),244
2025-09-14,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2295
2025-09-21,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2927
2025-09-28,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),219
2025-10-05,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2360
2025-10-12,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1388
2025-10-19,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),670
2025-10-26,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1850
2025-11-02,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1255
2025-11-09,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1089
2025-11-16,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1226
2025-11-23,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),870
2025-11-30,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1134
2025-12-07,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1508
2025-12-14,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1635
2025-12-21,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),2524
2025-12-28,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),799
2026-01-04,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),977
2026-01-11,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),592
2026-01-18,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),3890
2026-01-25,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),1521
2026-02-01,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),478
2026-02-08,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),981
2026-02-15,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),658
2026-02-22,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),803
2026-03-01,Punjab,Endemic Aggregate (Dengue/Malaria/Viral),508
2020-01-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),742
2020-01-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),4877
2020-01-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),694
2020-01-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),712
2020-02-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),421
2020-02-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1642
2020-02-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1776
2020-02-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),161
2020-03-01,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1364
2020-03-08,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),27
2020-03-15,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),62
2020-03-22,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),8
2020-03-29,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),8
2020-04-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),5
2020-04-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),37
2020-05-31,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),68
2020-06-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),78
2020-06-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),560
2020-06-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1034
2020-06-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2915
2020-07-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),3423
2020-07-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1501
2020-07-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1250
2020-07-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2441
2020-08-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1662
2020-08-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),476
2020-08-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1514
2020-08-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),4956
2020-08-30,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1051
2020-09-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),500
2020-09-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2453
2020-09-20,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),3363
2020-09-27,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1383
2020-10-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),5193
2020-10-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1776
2020-10-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),961
2020-10-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),41
2020-11-01,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),368
2020-11-08,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),101
2020-11-15,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),383
2020-11-22,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),54
2020-11-29,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),29
2020-12-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),344
2020-12-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),44
2020-12-20,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),793
2020-12-27,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1606
2021-01-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),764
2021-01-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),674
2021-01-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1613
2021-01-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),84
2021-01-31,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),979
2021-02-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),179
2021-02-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2111
2021-02-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),349
2021-02-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),393
2021-03-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),201
2021-03-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),3
2021-03-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),152
2021-03-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),75
2021-04-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1
2021-04-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),4
2021-04-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-04-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-30,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),3
2021-06-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),85
2021-06-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),212
2021-06-20,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),166
2021-06-27,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),238
2021-07-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1284
2021-07-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),6622
2021-07-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),924
2021-07-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1079
2021-08-01,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1979
2021-08-08,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),5553
2021-08-15,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),9077
2021-08-22,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),391
2021-08-29,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1369
2021-09-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),31
2021-09-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1529
2021-09-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1198
2021-09-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),546
2021-10-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1242
2021-10-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),819
2021-10-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2081
2021-10-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1588
2021-10-31,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),118
2021-11-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2
2021-11-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),335
2021-11-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),12
2021-11-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),313
2021-12-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),671
2021-12-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),216
2021-12-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),11
2021-12-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),315
2022-01-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),676
2022-01-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1008
2022-01-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),932
2022-01-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),573
2022-01-30,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),3412
2022-02-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2736
2022-02-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),42
2022-02-20,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),359
2022-02-27,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),84
2022-03-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),148
2022-03-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),28
2022-03-20,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),155
2022-03-27,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),73
2022-04-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),42
2022-04-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2
2022-04-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-04-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-01,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-08,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-15,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-22,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-29,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),56
2022-06-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),128
2022-06-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),178
2022-06-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),393
2022-06-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),439
2022-07-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),102
2022-07-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),126
2022-07-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),487
2022-07-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),356
2022-07-31,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1271
2022-08-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),790
2022-08-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),771
2022-08-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1253
2022-08-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2419
2022-09-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),908
2022-09-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),113
2022-09-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),505
2022-09-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1380
2022-10-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),609
2022-10-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),170
2022-10-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),708
2022-10-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),670
2022-10-30,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),104
2022-11-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),382
2022-11-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),7
2022-11-20,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),466
2022-11-27,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),401
2022-12-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),230
2022-12-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),217
2022-12-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),5
2022-12-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2358
2023-01-01,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),173
2023-01-08,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1183
2023-01-15,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),233
2023-01-22,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),568
2023-01-29,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),117
2023-02-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),667
2023-02-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1358
2023-02-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),204
2023-02-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),424
2023-03-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),12
2023-03-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),43
2023-03-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),71
2023-03-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),29
2023-04-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),24
2023-04-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1
2023-04-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-04-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-04-30,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),6
2023-06-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),9
2023-06-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),606
2023-06-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),245
2023-06-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),369
2023-07-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),564
2023-07-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),567
2023-07-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),214
2023-07-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),84
2023-07-30,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),930
2023-08-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),242
2023-08-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),145
2023-08-20,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),4169
2023-08-27,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1138
2023-09-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),176
2023-09-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1090
2023-09-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1077
2023-09-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),29
2023-10-01,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),4115
2023-10-08,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),167
2023-10-15,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),15
2023-10-22,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),323
2023-10-29,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),140
2023-11-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),8
2023-11-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),42
2023-11-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),140
2023-11-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),170
2023-12-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),125
2023-12-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1035
2023-12-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),951
2023-12-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),422
2023-12-31,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1627
2024-01-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),251
2024-01-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1332
2024-01-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),691
2024-01-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),522
2024-02-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),545
2024-02-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),384
2024-02-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),305
2024-02-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),179
2024-03-03,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),54
2024-03-10,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1
2024-03-17,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),186
2024-03-24,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),20
2024-03-31,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),4
2024-04-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-05,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-12,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-19,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-26,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),33
2024-06-02,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),22
2024-06-09,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),22
2024-06-16,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),161
2024-06-23,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1405
2024-06-30,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-07-07,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),915
2024-07-14,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),444
2024-07-21,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),295
2024-07-28,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2415
2024-08-04,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),269
2024-08-11,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),288
2024-08-18,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),24
2024-08-25,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),851
2024-09-01,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2375
2024-09-08,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),2691
2024-09-15,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),772
2024-09-22,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),682
2024-09-29,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),1354
2024-10-06,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),721
2024-10-13,Haryana,Endemic Aggregate (Dengue/Malaria/Viral),102
